195 195
1 0.066505 0.075162 0.068960 0.065221 0.077974 0.074613 0.090449 0.064709 0.079404 0.093029 0.085528 0.098401 0.048960 0.056101 0.107940 0.322732 0.148997 0.064379 0.139163 0.060446 0.062426 0.100105 0.109153 0.102930 0.085402 0.120581 0.097572 0.131420 0.099015 0.248016 0.251784 0.255756 0.262292 0.261923 0.259110 0.192051 0.181186 0.208724 0.212479 0.214566 0.198176 0.351296 0.364883 0.368230 0.365341 0.377701 0.333583 0.083291 0.080700 0.080636 0.074894 0.086124 0.080215 0.062700 0.073169 0.066363 0.074801 0.069867 0.196548 0.208079 0.223304 0.302740 0.333117 0.343105 0.236396 0.036757 0.035633 0.042961 0.049476 0.042004 0.045091 0.067577 0.720821 0.074565 0.078322 0.056568 0.077160 0.103842 0.078443 0.091757 0.094476 0.091651 0.100565 0.124885 0.183017 0.165165 0.172347 0.127676 0.191818 0.113552 0.132075 0.122417 0.054119 0.069197 0.139518 0.134834 0.073291 0.047005 0.051994 0.077377 0.020764 0.716538 0.051660 0.106733 0.110207 0.130546 0.111883 0.111239 0.149324 0.176253 0.274847 0.260365 0.268633 0.186465 0.561944 0.479793 0.495630 0.485880 0.208237 0.538031 0.136536 0.084080 0.123155 0.087738 0.080570 0.073991 0.104935 0.076309 0.072861 0.064473 0.073355 0.057152 0.081083 0.083468 0.072988 0.068696 0.063578 0.071940 0.072403 0.204099 0.219739 0.207074 0.186323 0.246265 0.248349 0.163214 0.204656 0.214404 0.715209 0.190410 0.228360 0.246558 0.048727 0.053392 0.060828 0.041659 0.057909 0.039302 0.070548 0.055798 0.065955 0.058363 0.058385 0.042582 0.246569 0.353741 0.399878 0.165927 0.346243 0.393661 0.066733 0.085963 0.078549 0.047615 0.080763 0.074420 0.119174 0.117135 0.110652 0.127312 0.121546 0.126970 0.076903 0.108551 0.050209 0.724839 0.707441 0.067442 0.222465 0.155832 0.219798 0.165380 0.420484 0.232773 
0.066505 1 0.031095 0.020911 0.016536 0.029564 0.021886 0.066562 0.064180 0.076046 0.096852 0.087697 0.043845 0.085570 0.085360 0.130215 0.340329 0.171532 0.101712 0.100860 0.099878 0.089015 0.121096 0.122074 0.127182 0.116786 0.143810 0.121044 0.153499 0.122967 0.205217 0.210077 0.214968 0.220313 0.220299 0.217081 0.149036 0.137133 0.166426 0.172481 0.171650 0.157973 0.313398 0.326194 0.330098 0.328668 0.341551 0.309454 0.034484 0.032829 0.026145 0.027235 0.026504 0.023352 0.037451 0.045505 0.039720 0.033480 0.031463 0.205445 0.207423 0.227579 0.264917 0.292670 0.306250 0.233689 0.085601 0.088562 0.090380 0.091786 0.090430 0.095569 0.019702 0.733465 0.042212 0.050890 0.021022 0.046477 0.097989 0.080864 0.093535 0.092578 0.079691 0.097122 0.146380 0.147475 0.137108 0.160469 0.150349 0.168945 0.135192 0.078371 0.069747 0.082354 0.104404 0.087152 0.087205 0.011654 0.033410 0.029166 0.022325 0.064860 0.734855 0.080949 0.063457 0.061288 0.080588 0.062726 0.063215 0.164604 0.185663 0.234693 0.222345 0.235069 0.194168 0.580699 0.498543 0.512497 0.501962 0.214697 0.553592 0.152397 0.107909 0.140541 0.111348 0.106316 0.101133 0.125743 0.038980 0.041282 0.042113 0.043586 0.060357 0.044079 0.074049 0.042731 0.031248 0.040887 0.043751 0.030951 0.223062 0.229100 0.182526 0.197874 0.220849 0.259053 0.124340 0.172104 0.180510 0.715787 0.162059 0.196076 0.214990 0.030351 0.054041 0.047607 0.034097 0.033316 0.029723 0.019288 0.074766 0.026601 0.054198 0.043027 0.058221 0.249102 0.314513 0.364184 0.174338 0.309357 0.357561 0.035575 0.066923 0.063649 0.028117 0.046564 0.037210 0.089389 0.063641 0.057521 0.074206 0.067598 0.073587 0.044355 0.117781 0.057013 0.740522 0.721958 0.068902 0.239124 0.165404 0.230210 0.187468 0.437838 0.248311 
0.075162 0.031095 1 0.011285 0.017998 0.007556 0.014990 0.036528 0.048149 0.052810 0.072956 0.064236 0.067821 0.106160 0.100573 0.157522 0.369605 0.198780 0.119925 0.128729 0.114087 0.108604 0.144753 0.146422 0.151749 0.138356 0.168704 0.147598 0.180987 0.147267 0.228118 0.233117 0.238673 0.243098 0.243098 0.239891 0.172904 0.160161 0.190602 0.196721 0.194851 0.182057 0.337357 0.349804 0.353796 0.352929 0.366085 0.335631 0.013421 0.014280 0.019480 0.018927 0.029373 0.029588 0.020435 0.018257 0.017245 0.004718 0.006744 0.233982 0.235128 0.253988 0.288903 0.315745 0.330947 0.260301 0.096707 0.102032 0.102516 0.104768 0.102512 0.112536 0.017757 0.762453 0.015410 0.021915 0.031559 0.018296 0.069684 0.057002 0.067934 0.066028 0.051268 0.069098 0.170963 0.173605 0.164761 0.190503 0.175669 0.198277 0.160781 0.099444 0.092748 0.097228 0.121487 0.107343 0.109845 0.028116 0.034786 0.034035 0.030847 0.071384 0.763977 0.091804 0.085015 0.083075 0.101249 0.083090 0.082998 0.189012 0.211951 0.258464 0.247040 0.260876 0.220459 0.609962 0.527914 0.542262 0.531902 0.240907 0.582684 0.178793 0.134461 0.164025 0.136139 0.131884 0.126578 0.150549 0.013779 0.016777 0.021377 0.018578 0.042888 0.015883 0.046951 0.016389 0.009502 0.020203 0.017317 0.005079 0.252045 0.257237 0.209811 0.224502 0.248867 0.286647 0.150556 0.199522 0.207277 0.746553 0.189595 0.223208 0.242223 0.027526 0.038401 0.027511 0.035207 0.019134 0.047856 0.022826 0.058793 0.010507 0.035160 0.024706 0.052977 0.275304 0.337927 0.388366 0.200437 0.333354 0.382490 0.016118 0.037649 0.036354 0.030714 0.017123 0.011056 0.118703 0.084062 0.077660 0.095677 0.088844 0.095090 0.015230 0.145491 0.080955 0.769391 0.750900 0.046850 0.267069 0.194262 0.258050 0.214898 0.467756 0.275587 
0.068960 0.020911 0.011285 1 0.006948 0.013592 0.011307 0.045891 0.048890 0.057522 0.078297 0.069279 0.060603 0.097775 0.094869 0.147210 0.358490 0.189225 0.113070 0.120597 0.108605 0.101595 0.136805 0.138669 0.143190 0.128154 0.160176 0.137739 0.171001 0.138781 0.222289 0.227200 0.232439 0.237277 0.237282 0.234070 0.166633 0.154246 0.184107 0.190321 0.188861 0.175729 0.331212 0.343809 0.347758 0.346646 0.359670 0.328579 0.020245 0.019460 0.019212 0.019347 0.027313 0.026200 0.020075 0.025128 0.020440 0.013923 0.011837 0.222717 0.226766 0.246133 0.282728 0.309939 0.324391 0.252631 0.091427 0.095704 0.097079 0.099352 0.097034 0.105058 0.011056 0.751186 0.021797 0.030365 0.021349 0.025959 0.077778 0.062677 0.074540 0.073083 0.059428 0.077210 0.162864 0.166506 0.156941 0.181166 0.167148 0.189516 0.152088 0.094066 0.086563 0.091696 0.115211 0.102406 0.103988 0.020974 0.031111 0.029533 0.026611 0.066774 0.752750 0.087412 0.079274 0.077197 0.095886 0.077839 0.077841 0.181394 0.203824 0.252348 0.240530 0.253873 0.212460 0.598791 0.516805 0.531185 0.520877 0.233036 0.571433 0.170019 0.124340 0.156590 0.127392 0.122373 0.116777 0.142178 0.021308 0.023958 0.026216 0.026207 0.046522 0.025679 0.054791 0.022854 0.011382 0.023573 0.024297 0.011426 0.241768 0.248343 0.202188 0.216187 0.240797 0.278007 0.143379 0.191759 0.199872 0.735675 0.181876 0.215645 0.234593 0.023489 0.040965 0.031739 0.030471 0.019072 0.039165 0.019091 0.061655 0.007840 0.038816 0.026539 0.049634 0.267683 0.332003 0.382195 0.192448 0.327250 0.375860 0.017311 0.046838 0.044582 0.023669 0.026855 0.018112 0.109649 0.078766 0.072474 0.090037 0.083250 0.089419 0.025029 0.134304 0.070242 0.758127 0.739633 0.052432 0.257844 0.184667 0.249242 0.205392 0.457064 0.266824 
0.065221 0.016536 0.017998 0.006948 1 0.020169 0.015592 0.051505 0.049189 0.059939 0.080799 0.071707 0.058560 0.093187 0.092284 0.141422 0.352096 0.183990 0.109338 0.117153 0.105724 0.098037 0.132790 0.134899 0.138711 0.121761 0.155776 0.132306 0.165528 0.134399 0.220490 0.225386 0.230395 0.235529 0.235543 0.232319 0.164579 0.152500 0.181913 0.188177 0.187011 0.173667 0.329065 0.341758 0.345695 0.344415 0.357338 0.325805 0.026753 0.025728 0.023685 0.023927 0.030045 0.028260 0.021488 0.029637 0.023750 0.020647 0.017822 0.216161 0.222874 0.242512 0.280620 0.308059 0.321995 0.249220 0.088544 0.092074 0.094151 0.096586 0.094056 0.100635 0.013199 0.744666 0.026962 0.035814 0.015913 0.031366 0.081981 0.065510 0.077776 0.076612 0.063768 0.081462 0.158578 0.163737 0.153618 0.176541 0.162564 0.185387 0.147319 0.092812 0.084760 0.089122 0.112045 0.101463 0.102429 0.019407 0.030081 0.027935 0.025957 0.064073 0.746178 0.085709 0.078107 0.075971 0.094907 0.077023 0.077176 0.177702 0.199906 0.250271 0.238177 0.251189 0.208641 0.592341 0.510441 0.524901 0.514659 0.229354 0.564925 0.165600 0.118494 0.152926 0.122679 0.117010 0.111104 0.137787 0.027697 0.029862 0.030638 0.032080 0.049166 0.032387 0.058895 0.027094 0.015547 0.026337 0.028693 0.017253 0.236046 0.243801 0.198998 0.212042 0.237302 0.273678 0.140505 0.188452 0.196790 0.729738 0.178554 0.212383 0.231296 0.023091 0.043105 0.035149 0.029157 0.021086 0.034829 0.020868 0.063236 0.011514 0.041253 0.028674 0.047288 0.264216 0.330020 0.379995 0.188585 0.325119 0.373348 0.021089 0.052343 0.049695 0.021251 0.033286 0.024328 0.105644 0.077845 0.071673 0.088734 0.082027 0.088093 0.031267 0.127745 0.063955 0.751574 0.733098 0.055914 0.252984 0.179640 0.244785 0.200182 0.451089 0.262332 
0.077974 0.029564 0.007556 0.013592 0.020169 1 0.012094 0.040787 0.055386 0.059683 0.079589 0.070933 0.062853 0.106057 0.099059 0.156948 0.369274 0.197149 0.119125 0.124035 0.113332 0.107054 0.142432 0.143405 0.149916 0.140907 0.166600 0.146716 0.179796 0.145401 0.222092 0.227083 0.232791 0.237033 0.237012 0.233827 0.167067 0.154122 0.184894 0.190854 0.188865 0.176145 0.331403 0.343799 0.347785 0.347002 0.360227 0.329915 0.007693 0.008491 0.013371 0.013284 0.023028 0.023534 0.027368 0.025016 0.024232 0.008508 0.011489 0.234277 0.230942 0.249767 0.282915 0.309683 0.325185 0.255608 0.097213 0.102907 0.102716 0.104379 0.102817 0.113415 0.016793 0.762499 0.021357 0.027051 0.034305 0.023734 0.075090 0.063101 0.073911 0.071964 0.056817 0.074255 0.168667 0.168134 0.159736 0.186801 0.173629 0.193939 0.158952 0.093502 0.087169 0.095779 0.120210 0.101094 0.103835 0.025063 0.035790 0.034351 0.028306 0.073228 0.764007 0.090461 0.078953 0.077086 0.095054 0.076804 0.076681 0.185751 0.208349 0.252531 0.241243 0.255247 0.216668 0.609727 0.527484 0.541512 0.530955 0.236873 0.582658 0.176135 0.134217 0.161083 0.134622 0.131188 0.126441 0.148430 0.014288 0.017835 0.023807 0.019785 0.046307 0.016439 0.052245 0.023413 0.016442 0.026313 0.023685 0.011175 0.250593 0.253958 0.204556 0.221138 0.243852 0.283181 0.145272 0.194457 0.202012 0.744739 0.184496 0.218068 0.237093 0.029559 0.041921 0.031282 0.037038 0.023119 0.048049 0.018207 0.063229 0.015750 0.040022 0.030615 0.059124 0.270838 0.331893 0.382369 0.196808 0.327339 0.376795 0.021357 0.041550 0.040070 0.033405 0.019912 0.014055 0.114623 0.077923 0.071436 0.089759 0.082908 0.089207 0.018202 0.146085 0.082302 0.769542 0.750991 0.050944 0.264457 0.191707 0.254751 0.213158 0.466343 0.272554 
0.074613 0.021886 0.014990 0.011307 0.015592 0.012094 1 0.048010 0.057024 0.064464 0.085068 0.076163 0.054306 0.099684 0.095170 0.148289 0.359621 0.189544 0.114988 0.116336 0.110575 0.102395 0.136344 0.137422 0.143142 0.132776 0.159660 0.138522 0.171341 0.138521 0.215530 0.220287 0.225741 0.230250 0.230229 0.227083 0.160311 0.147579 0.177714 0.183911 0.182153 0.169230 0.324875 0.337377 0.341273 0.340319 0.353441 0.322906 0.015165 0.012893 0.009198 0.011982 0.017899 0.017108 0.028706 0.031330 0.027878 0.015596 0.015908 0.224343 0.223495 0.242938 0.276275 0.303286 0.318171 0.248814 0.094635 0.099284 0.099832 0.101287 0.099921 0.108732 0.007465 0.752369 0.025290 0.033415 0.026491 0.028841 0.082722 0.069415 0.080888 0.079086 0.064592 0.081964 0.162880 0.161348 0.152572 0.178737 0.167367 0.186168 0.152803 0.087617 0.080742 0.092479 0.116063 0.095459 0.097435 0.021346 0.036439 0.035173 0.029260 0.072199 0.754314 0.087626 0.072139 0.069956 0.088182 0.070403 0.069968 0.179741 0.201595 0.246005 0.234506 0.248072 0.210018 0.599957 0.517738 0.531783 0.521273 0.230201 0.572660 0.168733 0.126366 0.155563 0.128016 0.123938 0.119025 0.142136 0.019215 0.023498 0.028768 0.026111 0.050946 0.024223 0.060576 0.030151 0.020272 0.031938 0.031163 0.017468 0.242115 0.246709 0.197424 0.214442 0.236065 0.276002 0.138746 0.187165 0.195121 0.734837 0.177560 0.211227 0.230077 0.028551 0.046124 0.036576 0.034806 0.026469 0.042034 0.016291 0.067708 0.017217 0.045320 0.033726 0.058704 0.264275 0.325471 0.375931 0.190374 0.320954 0.369871 0.021115 0.049118 0.047117 0.028148 0.027048 0.018138 0.105712 0.071580 0.065396 0.083257 0.076494 0.082672 0.026698 0.136462 0.073378 0.759508 0.740905 0.056624 0.256884 0.183688 0.247460 0.205587 0.457181 0.265359 
0.090449 0.066562 0.036528 0.045891 0.051505 0.040787 0.048010 1 0.042525 0.032833 0.047366 0.040786 0.101691 0.129668 0.121716 0.185600 0.398843 0.227663 0.142450 0.164133 0.133691 0.133250 0.171875 0.175040 0.178809 0.160044 0.195901 0.175382 0.209425 0.174055 0.260415 0.265214 0.271134 0.274935 0.274913 0.271804 0.206167 0.192956 0.223677 0.229820 0.227425 0.215079 0.370174 0.382394 0.386339 0.385799 0.399107 0.369008 0.040277 0.041441 0.050570 0.048669 0.060890 0.061654 0.036298 0.023809 0.030741 0.033888 0.035485 0.262917 0.267108 0.284604 0.321672 0.347970 0.364024 0.291941 0.113590 0.119944 0.119915 0.123092 0.119775 0.132693 0.049464 0.791202 0.025127 0.016008 0.059501 0.020558 0.037389 0.035736 0.041160 0.037624 0.021892 0.037270 0.199004 0.208198 0.199634 0.225274 0.203899 0.233811 0.189542 0.132657 0.126943 0.118776 0.142964 0.139772 0.143109 0.064536 0.058994 0.061989 0.065701 0.087456 0.792721 0.109855 0.116998 0.115689 0.132968 0.115245 0.114393 0.217196 0.241984 0.291384 0.280534 0.294683 0.250764 0.638837 0.557012 0.572126 0.562158 0.271213 0.611427 0.207759 0.162529 0.191633 0.163772 0.159505 0.153835 0.178592 0.031137 0.030199 0.033260 0.028854 0.040374 0.026884 0.025006 0.028205 0.037082 0.034278 0.027814 0.037037 0.282211 0.288781 0.244159 0.254710 0.283558 0.317520 0.185699 0.234653 0.242281 0.779538 0.224681 0.258482 0.277415 0.050816 0.041533 0.033138 0.056426 0.041166 0.075758 0.056755 0.051281 0.041259 0.035639 0.034145 0.059797 0.306120 0.370362 0.421265 0.230679 0.366244 0.415825 0.033790 0.009027 0.016881 0.054084 0.021745 0.030520 0.153331 0.116779 0.110514 0.128742 0.122021 0.128194 0.024717 0.173958 0.107595 0.797723 0.779420 0.033235 0.297298 0.225754 0.289121 0.244031 0.498459 0.305554 
0.064709 0.064180 0.048149 0.048890 0.049189 0.055386 0.057024 0.042525 1 0.020011 0.037544 0.029220 0.106044 0.109843 0.111822 0.162726 0.371192 0.208360 0.126480 0.163293 0.120260 0.120609 0.159128 0.165219 0.163064 0.126183 0.180791 0.154538 0.188543 0.158781 0.268532 0.273179 0.277913 0.283301 0.283305 0.280139 0.212585 0.200720 0.229446 0.235848 0.235009 0.221362 0.376850 0.389673 0.393521 0.391996 0.404755 0.371289 0.059891 0.059681 0.064739 0.062261 0.074682 0.073145 0.029004 0.033154 0.031320 0.047681 0.044665 0.235251 0.259834 0.277852 0.328363 0.356084 0.369218 0.287589 0.096820 0.099445 0.103678 0.109090 0.103045 0.109549 0.053887 0.761676 0.037195 0.037308 0.047415 0.037570 0.049944 0.030695 0.041139 0.041352 0.038385 0.050319 0.184961 0.210783 0.198775 0.215913 0.188108 0.228445 0.173064 0.141637 0.133426 0.108987 0.129903 0.150276 0.150851 0.067520 0.053657 0.057663 0.069769 0.069042 0.762404 0.102432 0.124684 0.123583 0.142747 0.124766 0.124285 0.207513 0.232598 0.298221 0.285813 0.297980 0.242236 0.609796 0.528949 0.545300 0.536167 0.263695 0.582076 0.194315 0.139363 0.181442 0.147055 0.138834 0.130947 0.164158 0.049882 0.048218 0.043942 0.048158 0.041441 0.051152 0.037749 0.035123 0.040174 0.033886 0.036308 0.045721 0.260483 0.276278 0.243884 0.243779 0.281848 0.305877 0.187863 0.234458 0.243415 0.758034 0.224064 0.258641 0.277365 0.045836 0.039773 0.038434 0.047863 0.040558 0.063524 0.064619 0.041519 0.042845 0.032954 0.029046 0.024204 0.300577 0.377973 0.427717 0.221733 0.372979 0.420497 0.037326 0.042812 0.041404 0.043677 0.046228 0.045692 0.148840 0.126331 0.120147 0.137306 0.130684 0.136656 0.045711 0.147327 0.083348 0.767461 0.749528 0.039359 0.281383 0.210502 0.276834 0.224892 0.474573 0.291951 
0.079404 0.076046 0.052810 0.057522 0.059939 0.059683 0.064464 0.032833 0.020011 1 0.021005 0.012069 0.117327 0.125350 0.123081 0.180842 0.390866 0.225140 0.139463 0.176780 0.131300 0.133551 0.173253 0.178903 0.178246 0.145701 0.195931 0.171870 0.206100 0.173864 0.279574 0.284360 0.289562 0.294378 0.294376 0.291205 0.223988 0.211565 0.241263 0.247543 0.246142 0.232898 0.388592 0.401210 0.405127 0.403966 0.416948 0.384339 0.062686 0.063239 0.070545 0.067818 0.081173 0.080475 0.038644 0.034748 0.037434 0.051611 0.050086 0.255160 0.274594 0.291910 0.340047 0.367290 0.381567 0.301360 0.108217 0.112537 0.115142 0.120300 0.114609 0.124246 0.062930 0.781663 0.040259 0.035467 0.062224 0.038300 0.029987 0.015938 0.022691 0.021872 0.020931 0.030909 0.199381 0.223297 0.212245 0.231856 0.203224 0.243508 0.188391 0.151380 0.144008 0.120007 0.141988 0.159562 0.161248 0.076992 0.063009 0.067125 0.077773 0.080389 0.782277 0.112026 0.134722 0.133723 0.152512 0.134202 0.133639 0.221135 0.246977 0.309744 0.297850 0.310782 0.256445 0.629585 0.548637 0.564927 0.555708 0.277735 0.602026 0.209686 0.157185 0.194773 0.162511 0.155625 0.148354 0.178963 0.052231 0.049959 0.046778 0.048995 0.041644 0.051021 0.024252 0.037866 0.047012 0.038980 0.038148 0.050987 0.278537 0.291965 0.257353 0.258506 0.296171 0.321230 0.200272 0.248063 0.256539 0.777492 0.237539 0.272064 0.290980 0.055844 0.042624 0.040655 0.059025 0.047876 0.077730 0.072122 0.040494 0.050995 0.034702 0.036010 0.041265 0.314310 0.389387 0.439570 0.235867 0.384644 0.433048 0.044558 0.032966 0.034040 0.056890 0.045445 0.049142 0.163529 0.135817 0.129416 0.147312 0.140541 0.146694 0.045530 0.167001 0.102204 0.787423 0.769506 0.033916 0.297695 0.227136 0.292403 0.241662 0.493527 0.307510 
