178 178
1 0.018610 0.073114 0.247170 0.196532 0.229343 0.135196 0.136959 0.021498 0.020997 0.265209 0.129392 0.153464 0.055011 0.287302 0.146116 0.128074 0.039447 0.366252 0.131121 0.169644 0.176242 0.023669 0.035391 0.132280 0.140013 0.079990 0.132429 0.090109 0.025691 0.131930 0.268159 0.046724 0.101265 0.020666 0.087844 0.110590 0.029483 0.031910 0.181560 0.160826 0.028473 0.023642 0.229621 0.107809 0.013298 0.014937 0.050075 0.014738 0.116644 0.054767 0.120662 0.075028 0.184666 0.006186 0.033523 0.056806 0.122934 0.131446 0.325266 0.229706 0.366432 0.259684 0.384675 0.422853 0.231014 0.336388 0.331655 0.187792 0.207057 0.117017 0.390687 0.353818 0.048936 0.107736 0.379596 0.401342 0.336444 0.187591 0.358703 0.469099 0.210364 0.260629 0.328368 0.325010 0.366461 0.340038 0.300379 0.230634 0.264152 0.349305 0.366912 0.340460 0.461903 0.428928 0.079049 0.261978 0.379996 0.242198 0.392959 0.212077 0.300320 0.373634 0.387692 0.235288 0.446994 0.331552 0.344437 0.448709 0.230035 0.299664 0.441107 0.273016 0.376335 0.405598 0.392492 0.340189 0.428748 0.413456 0.299188 0.262577 0.357263 0.416994 0.408495 0.408639 0.409711 0.425124 0.357247 0.431023 0.290084 0.258962 0.318767 0.301142 0.277103 0.248300 0.221135 0.206654 0.327965 0.289643 0.283215 0.277430 0.171180 0.324940 0.307279 0.125369 0.140734 0.387938 0.263082 0.247943 0.306700 0.336368 0.348371 0.381061 0.232820 0.253408 0.203454 0.348971 0.111798 0.241799 0.265908 0.325263 0.229503 0.294943 0.232500 0.268809 0.325273 0.220522 0.227422 0.188052 0.259162 0.330890 0.355033 0.242058 0.194441 0.188161 0.137048 0.134057 0.301226 
0.018610 1 0.080491 0.256102 0.187898 0.238220 0.142895 0.146420 0.004040 0.004662 0.273859 0.136980 0.160876 0.059787 0.295845 0.154979 0.137529 0.048757 0.375054 0.122422 0.161487 0.166735 0.009531 0.021415 0.122161 0.131988 0.086461 0.139970 0.080616 0.009700 0.140050 0.276854 0.035978 0.111867 0.027835 0.077581 0.101399 0.033015 0.018090 0.173433 0.152157 0.011715 0.026908 0.220281 0.098365 0.019628 0.009568 0.038822 0.007822 0.125177 0.059751 0.128080 0.083629 0.193695 0.012679 0.043120 0.048926 0.131005 0.140011 0.315566 0.220265 0.357163 0.250061 0.375110 0.413726 0.221472 0.326463 0.321735 0.178711 0.199972 0.107315 0.381133 0.344220 0.046496 0.097803 0.370257 0.391767 0.327489 0.179872 0.349480 0.459625 0.200226 0.250465 0.318654 0.315526 0.357169 0.330487 0.290702 0.220537 0.253720 0.339507 0.357301 0.330624 0.452458 0.419666 0.076881 0.253867 0.370359 0.232296 0.383426 0.202427 0.290601 0.364336 0.378105 0.225248 0.437590 0.321684 0.334730 0.439338 0.220335 0.290557 0.431649 0.263753 0.366786 0.396007 0.382897 0.330517 0.419727 0.403761 0.289436 0.253045 0.348557 0.407848 0.398953 0.399002 0.400144 0.415606 0.347807 0.421566 0.280097 0.250382 0.309584 0.291776 0.267959 0.238300 0.211399 0.196644 0.318580 0.279906 0.273922 0.267937 0.160944 0.315572 0.297713 0.116414 0.131105 0.378212 0.253207 0.238241 0.297805 0.327771 0.339448 0.372250 0.223298 0.244125 0.193635 0.339403 0.101678 0.232354 0.256167 0.315624 0.220350 0.285816 0.223295 0.259102 0.315641 0.211571 0.217473 0.178798 0.250259 0.321479 0.345395 0.232293 0.184664 0.178735 0.128703 0.125722 0.291807 
0.073114 0.080491 1 0.175752 0.268054 0.157891 0.062626 0.066564 0.083422 0.083378 0.193469 0.056686 0.080694 0.022116 0.215517 0.074709 0.057682 0.033811 0.294683 0.202590 0.241537 0.247028 0.089306 0.101266 0.202411 0.211792 0.007838 0.059699 0.160758 0.089357 0.059574 0.196454 0.116096 0.035041 0.053856 0.157745 0.181640 0.047675 0.098262 0.253510 0.232344 0.089539 0.053623 0.300602 0.178612 0.062803 0.071459 0.119061 0.074419 0.044891 0.021852 0.047814 0.007320 0.113409 0.075107 0.039729 0.128387 0.050616 0.059691 0.395953 0.300612 0.437507 0.330391 0.455436 0.494057 0.301794 0.406785 0.402023 0.258999 0.279577 0.187526 0.461415 0.424503 0.121378 0.177994 0.450610 0.472114 0.407800 0.259783 0.429775 0.539960 0.280503 0.330667 0.398934 0.395861 0.437508 0.410782 0.370949 0.300780 0.333869 0.419820 0.437601 0.410913 0.532800 0.500007 0.152034 0.333927 0.450703 0.312599 0.463760 0.282756 0.370924 0.444654 0.458429 0.305515 0.517908 0.401985 0.415016 0.519675 0.300633 0.370858 0.511971 0.344057 0.447100 0.476309 0.463205 0.410823 0.500029 0.484099 0.369750 0.333353 0.428749 0.488126 0.479261 0.479307 0.480458 0.495919 0.428055 0.501863 0.360351 0.330603 0.389892 0.372049 0.348239 0.318604 0.291707 0.276899 0.398849 0.360211 0.354188 0.348238 0.241190 0.395859 0.378024 0.196558 0.211330 0.458515 0.333469 0.318513 0.378061 0.407970 0.419715 0.452492 0.303597 0.324418 0.273875 0.419715 0.181649 0.312563 0.336417 0.395920 0.300627 0.366096 0.303595 0.339371 0.395925 0.291762 0.297742 0.258977 0.330457 0.401805 0.425704 0.312575 0.264927 0.258954 0.208673 0.205692 0.372066 
0.247170 0.256102 0.175752 1 0.443476 0.017912 0.113569 0.110241 0.259115 0.259084 0.018547 0.119548 0.096319 0.196898 0.040522 0.101198 0.119143 0.208349 0.119088 0.377987 0.416741 0.422679 0.264990 0.277007 0.378127 0.387001 0.170073 0.116653 0.336339 0.265083 0.116350 0.021315 0.291728 0.146291 0.229191 0.333436 0.357156 0.223409 0.273971 0.428675 0.407747 0.265251 0.229285 0.476235 0.354190 0.238112 0.247119 0.294732 0.250077 0.130990 0.196847 0.128486 0.172632 0.062524 0.250023 0.214308 0.303588 0.125180 0.116113 0.571652 0.476260 0.613150 0.506089 0.631148 0.669676 0.477472 0.582520 0.577766 0.434542 0.454151 0.363172 0.637132 0.600222 0.295167 0.353667 0.626273 0.647824 0.583348 0.434754 0.605421 0.715668 0.456246 0.506415 0.574664 0.571552 0.613163 0.586493 0.546672 0.476527 0.509605 0.595557 0.613324 0.586655 0.708500 0.675663 0.324550 0.509106 0.626422 0.488329 0.639470 0.458445 0.546646 0.620317 0.634147 0.481258 0.693604 0.577726 0.590748 0.695361 0.476342 0.546456 0.687676 0.519692 0.622813 0.652032 0.638928 0.586549 0.675622 0.659827 0.545478 0.509043 0.604222 0.663761 0.654978 0.655037 0.656178 0.671632 0.603751 0.677570 0.536098 0.505993 0.565513 0.547717 0.523844 0.494338 0.467408 0.452633 0.574527 0.535932 0.529836 0.523924 0.416926 0.571532 0.553727 0.372038 0.386985 0.634248 0.509199 0.494220 0.553586 0.583385 0.595254 0.628004 0.479260 0.500047 0.449585 0.595418 0.357332 0.488214 0.512124 0.571634 0.476216 0.541700 0.479197 0.515080 0.571641 0.467288 0.473462 0.434581 0.505984 0.577481 0.601416 0.488282 0.440625 0.434597 0.383970 0.380990 0.547739 
0.196532 0.187898 0.268054 0.443476 1 0.425628 0.330640 0.333345 0.184998 0.184942 0.461379 0.324705 0.348656 0.247617 0.483462 0.342293 0.324410 0.235132 0.562545 0.065582 0.027398 0.022969 0.178880 0.167241 0.066782 0.056714 0.274230 0.327702 0.107349 0.179078 0.327541 0.464345 0.152033 0.297739 0.214343 0.110642 0.086505 0.220568 0.170094 0.016732 0.035860 0.179355 0.214557 0.034010 0.089562 0.205407 0.196685 0.149190 0.193668 0.312577 0.247569 0.315810 0.270905 0.380966 0.193475 0.229174 0.139918 0.318607 0.327450 0.129391 0.034453 0.170010 0.064153 0.188413 0.226353 0.036015 0.140771 0.136038 0.010553 0.022316 0.080876 0.194405 0.157646 0.149433 0.090461 0.183197 0.205080 0.139950 0.014523 0.162231 0.272698 0.022836 0.066933 0.132428 0.128794 0.170036 0.143841 0.104570 0.038524 0.071484 0.153393 0.170718 0.144646 0.265493 0.232459 0.123074 0.066194 0.183820 0.048125 0.196660 0.019590 0.104541 0.177190 0.191438 0.042357 0.250560 0.135837 0.148419 0.252269 0.035762 0.103207 0.244705 0.076725 0.180064 0.209321 0.196236 0.144136 0.232227 0.217279 0.103476 0.066788 0.160791 0.220476 0.212178 0.212401 0.213410 0.228773 0.160933 0.234624 0.095013 0.062597 0.122323 0.104879 0.080695 0.054352 0.027914 0.019586 0.131650 0.094001 0.086933 0.081435 0.031929 0.128606 0.111221 0.071596 0.057375 0.191834 0.068251 0.052991 0.110215 0.139956 0.151886 0.184560 0.037891 0.057319 0.016341 0.152803 0.087320 0.046574 0.070753 0.129243 0.033450 0.098493 0.036502 0.073438 0.129244 0.024551 0.034946 0.012367 0.062723 0.134589 0.158933 0.047590 0.014375 0.013346 0.059674 0.062606 0.105064 
0.229343 0.238220 0.157891 0.017912 0.425628 1 0.095722 0.092439 0.241240 0.241217 0.036003 0.101709 0.078590 0.179026 0.058081 0.083345 0.101344 0.190506 0.136933 0.360130 0.398898 0.404816 0.247120 0.259139 0.360263 0.369169 0.152214 0.098823 0.318479 0.247212 0.098531 0.038927 0.273860 0.128558 0.211332 0.315575 0.339291 0.205541 0.256097 0.410830 0.389893 0.247389 0.211413 0.458372 0.336327 0.220257 0.229250 0.276864 0.232215 0.113136 0.178978 0.110650 0.154766 0.044697 0.232173 0.196470 0.285738 0.107315 0.098248 0.553776 0.458391 0.595286 0.488221 0.613283 0.651814 0.459606 0.564650 0.559900 0.416679 0.436344 0.345308 0.619272 0.582361 0.277401 0.335806 0.608406 0.629955 0.565489 0.416920 0.587562 0.697801 0.438379 0.488554 0.556802 0.553685 0.595298 0.568630 0.528813 0.458663 0.491745 0.577688 0.595460 0.568788 0.690633 0.657799 0.306826 0.491272 0.608552 0.470463 0.621603 0.440577 0.528778 0.602455 0.616280 0.463393 0.675741 0.559859 0.572884 0.677495 0.458477 0.528596 0.669812 0.501830 0.604948 0.634169 0.621063 0.568683 0.657764 0.641957 0.527610 0.491180 0.586381 0.645905 0.637114 0.637173 0.638313 0.653769 0.585896 0.659709 0.518234 0.488142 0.547653 0.529859 0.505986 0.476470 0.449543 0.434768 0.556670 0.518067 0.511979 0.506061 0.399062 0.553673 0.535863 0.354183 0.369124 0.616382 0.491338 0.476360 0.535736 0.565543 0.577404 0.610157 0.461400 0.482187 0.431726 0.577555 0.339485 0.470365 0.494268 0.553772 0.458358 0.523843 0.461335 0.497221 0.553780 0.449441 0.455600 0.416731 0.488138 0.559617 0.583553 0.470421 0.422764 0.416742 0.366129 0.363148 0.529884 
0.135196 0.142895 0.062626 0.113569 0.330640 0.095722 1 0.015290 0.145836 0.145847 0.131080 0.006158 0.018367 0.083415 0.153035 0.015393 0.015833 0.095969 0.232267 0.265150 0.304098 0.309557 0.151823 0.163707 0.264903 0.274390 0.056589 0.003714 0.223330 0.151789 0.006383 0.134094 0.178645 0.039244 0.116404 0.220280 0.244193 0.110151 0.160726 0.316055 0.294911 0.151856 0.116113 0.363127 0.241166 0.125352 0.133984 0.181576 0.136994 0.019442 0.083394 0.015019 0.060212 0.051873 0.137535 0.101953 0.190930 0.012544 0.007967 0.458375 0.363117 0.500011 0.392867 0.517894 0.556579 0.364297 0.469171 0.464421 0.321547 0.342056 0.250071 0.523881 0.486968 0.183578 0.240534 0.513101 0.534559 0.470346 0.322316 0.492301 0.602421 0.342920 0.393051 0.461384 0.458344 0.500011 0.473259 0.433419 0.363197 0.396181 0.482237 0.500059 0.473329 0.595265 0.562509 0.213787 0.396509 0.513142 0.375041 0.526222 0.345248 0.433372 0.507162 0.520882 0.367937 0.580389 0.464394 0.477461 0.582157 0.363119 0.433401 0.574442 0.406587 0.509566 0.538762 0.525660 0.473273 0.562570 0.546517 0.432194 0.395852 0.491338 0.550659 0.541723 0.541751 0.542914 0.558382 0.490557 0.564341 0.422758 0.393173 0.452422 0.434567 0.410784 0.381019 0.354185 0.339347 0.461361 0.422662 0.416719 0.410737 0.303623 0.458369 0.440501 0.259131 0.273869 0.520939 0.395910 0.380992 0.440624 0.470554 0.482272 0.515064 0.366100 0.386949 0.336358 0.482180 0.244173 0.375084 0.398881 0.458382 0.363174 0.428640 0.366134 0.401839 0.458389 0.354335 0.360181 0.321538 0.393033 0.464299 0.488153 0.375039 0.327416 0.321497 0.271255 0.268275 0.434575 
0.136959 0.146420 0.066564 0.110241 0.333345 0.092439 0.015290 1 0.149512 0.149449 0.128334 0.017887 0.024201 0.088226 0.150476 0.010520 0.009125 0.098299 0.229311 0.267879 0.306565 0.312708 0.155223 0.167387 0.268276 0.276829 0.061823 0.017173 0.226347 0.155480 0.013674 0.131267 0.181832 0.036333 0.119233 0.223572 0.247115 0.113926 0.164271 0.318493 0.297632 0.155865 0.119654 0.366231 0.244192 0.128122 0.137380 0.184913 0.140297 0.022361 0.088093 0.024040 0.062842 0.047763 0.139896 0.104230 0.193465 0.018725 0.009901 0.461755 0.366273 0.503135 0.396162 0.521229 0.559620 0.367520 0.472722 0.467966 0.324477 0.343924 0.253219 0.527217 0.490315 0.184987 0.243759 0.516274 0.537906 0.473250 0.324539 0.495396 0.605720 0.346463 0.396685 0.464792 0.461594 0.503150 0.476563 0.436786 0.366747 0.399987 0.485709 0.503418 0.476823 0.598541 0.565645 0.214502 0.398899 0.516520 0.378490 0.529536 0.348512 0.436757 0.510310 0.524231 0.371460 0.583634 0.467902 0.480874 0.585378 0.366434 0.436399 0.577722 0.409671 0.512885 0.542125 0.529018 0.476656 0.565541 0.549951 0.435599 0.399094 0.494097 0.553718 0.545053 0.545147 0.546261 0.561703 0.493801 0.567621 0.426309 0.395839 0.455476 0.437735 0.413798 0.384532 0.357512 0.342809 0.464553 0.426055 0.419832 0.413967 0.307147 0.461548 0.443796 0.261976 0.277032 0.524387 0.399370 0.384333 0.443496 0.473239 0.485171 0.517891 0.369321 0.390039 0.339719 0.485504 0.247512 0.378282 0.402270 0.461739 0.366174 0.431652 0.369161 0.405204 0.461743 0.357228 0.363647 0.324582 0.395905 0.467505 0.491527 0.378414 0.330739 0.324627 0.273840 0.270856 0.437784 
0.021498 0.004040 0.083422 0.259115 0.184998 0.241240 0.145836 0.149512 1 0.001946 0.276838 0.139898 0.163766 0.062625 0.298831 0.158009 0.140597 0.051852 0.378042 0.119592 0.158686 0.163751 0.006722 0.018108 0.119112 0.129158 0.089332 0.142886 0.077681 0.006154 0.142969 0.279833 0.033076 0.115048 0.030916 0.074532 0.098529 0.035823 0.014991 0.170651 0.149294 0.007992 0.029877 0.217309 0.095447 0.022683 0.012397 0.035824 0.010065 0.128180 0.062601 0.130981 0.086724 0.196732 0.015450 0.046227 0.046388 0.133977 0.143022 0.312568 0.217293 0.354181 0.247047 0.372087 0.410753 0.218473 0.323415 0.318676 0.175788 0.197301 0.104330 0.378092 0.341179 0.044654 0.094790 0.367272 0.388750 0.324548 0.177137 0.346487 0.456611 0.197159 0.247368 0.315605 0.312523 0.354183 0.327459 0.287651 0.217462 0.250597 0.336465 0.354267 0.327569 0.449450 0.416680 0.075124 0.251024 0.367339 0.229251 0.380411 0.199427 0.287573 0.361341 0.375082 0.222183 0.434576 0.318634 0.331683 0.436336 0.217313 0.287595 0.428632 0.260774 0.363763 0.392972 0.379868 0.327484 0.416756 0.400732 0.286405 0.250038 0.345603 0.404852 0.395925 0.395966 0.397116 0.412579 0.344772 0.418540 0.277027 0.247493 0.306605 0.288762 0.264984 0.235248 0.208374 0.193584 0.315561 0.276867 0.270918 0.264925 0.157865 0.312560 0.294692 0.113524 0.128103 0.375166 0.250145 0.235198 0.294851 0.324841 0.336485 0.369291 0.220289 0.241140 0.190580 0.336375 0.098558 0.229312 0.253107 0.312587 0.217384 0.282839 0.220333 0.256052 0.312599 0.208606 0.214413 0.175793 0.247292 0.318478 0.342360 0.229246 0.181625 0.175722 0.125859 0.122883 0.288778 
0.020997 0.004662 0.083378 0.259084 0.184942 0.241217 0.145847 0.149449 0.001946 1 0.276822 0.139902 0.163782 0.062716 0.298830 0.157961 0.140516 0.051658 0.378025 0.119541 0.158619 0.163732 0.006569 0.018106 0.119099 0.129042 0.089349 0.142895 0.077611 0.006279 0.142925 0.279809 0.033009 0.114917 0.030722 0.074474 0.098490 0.035792 0.015057 0.170600 0.149241 0.008159 0.029844 0.217297 0.095401 0.022386 0.012298 0.035767 0.009606 0.128122 0.062646 0.130981 0.086667 0.196692 0.014911 0.045996 0.046208 0.133954 0.142983 0.312598 0.217293 0.354176 0.247050 0.372091 0.410745 0.218465 0.323437 0.318688 0.175767 0.197208 0.104295 0.378089 0.341176 0.044117 0.094746 0.367274 0.388761 0.324533 0.177070 0.346474 0.456618 0.197173 0.247380 0.315606 0.312525 0.354182 0.327457 0.287642 0.217471 0.250622 0.336482 0.354268 0.327583 0.449458 0.416678 0.074811 0.250963 0.367354 0.229257 0.380420 0.199427 0.287585 0.361334 0.375090 0.222193 0.434576 0.318649 0.331687 0.436338 0.217310 0.287579 0.428636 0.260758 0.363764 0.392975 0.379873 0.327491 0.416740 0.400751 0.286419 0.250030 0.345551 0.404835 0.395930 0.395974 0.397121 0.412581 0.344755 0.418538 0.277040 0.247456 0.306589 0.288741 0.264959 0.235261 0.208366 0.193587 0.315544 0.276871 0.270894 0.264915 0.157866 0.312547 0.294692 0.113445 0.128073 0.375178 0.250140 0.235181 0.294810 0.324789 0.336445 0.369251 0.220264 0.241113 0.190559 0.336370 0.098464 0.229261 0.253083 0.312582 0.217355 0.282813 0.220312 0.256036 0.312594 0.208543 0.214401 0.175732 0.247238 0.318472 0.342355 0.229232 0.181606 0.175679 0.125749 0.122774 0.288751 
