214 214
1 0.022377 0.025172 0.019175 0.024111 0.026686 0.023841 0.025400 0.016792 0.023454 0.029654 0.023958 0.029610 0.026333 0.028218 0.026981 0.025409 0.015216 0.011763 0.022461 0.022847 0.021389 0.022332 0.024719 0.020930 0.023851 0.020646 0.025181 0.027808 0.022472 0.026190 0.026955 0.024710 0.030213 0.024779 0.020630 0.014820 0.025252 0.018016 0.018016 0.025169 0.027591 0.021849 0.016603 0.025619 0.015894 0.021542 0.019214 0.020804 0.017374 0.021753 0.020388 0.026912 0.028106 0.028953 0.039138 0.024713 0.024495 0.022412 0.020033 0.016267 0.015663 0.014080 0.018364 0.015912 0.014937 0.021201 0.021603 0.021027 0.023274 0.028240 0.013016 0.027337 0.024407 0.027721 0.027168 0.019929 0.024237 0.023059 0.027895 0.027719 0.027719 0.022296 0.024867 0.036105 0.020483 0.026781 0.022276 0.024602 0.031620 0.017520 0.025802 0.026599 0.025685 0.030369 0.017624 0.018564 0.035438 0.033660 0.028207 0.032858 0.034849 0.039338 0.045613 0.035404 0.090496 0.106486 0.118612 0.071740 0.075724 0.105497 0.108872 0.096836 0.017074 0.015689 0.014821 0.015410 0.020278 0.021118 0.020540 0.016225 0.026416 0.023011 0.022413 0.019108 0.019946 0.020982 0.033758 0.035701 0.049036 0.056484 0.086497 0.015941 0.013637 0.019384 0.015164 0.022782 0.025317 0.030918 0.028208 0.021507 0.020754 0.026302 0.024790 0.026199 0.020463 0.017260 0.020084 0.020056 0.028854 0.021849 0.016311 0.020667 0.021154 0.020856 0.024188 0.019920 0.017632 0.017262 0.018157 0.018984 0.018238 0.015333 0.070798 0.044558 0.058948 0.067637 0.076379 0.070863 0.071496 0.076030 0.108565 0.108186 0.078086 0.045810 0.068839 0.031868 0.033446 0.034142 0.034901 0.055245 0.056196 0.068730 0.072986 0.095915 0.057130 0.054497 0.018928 0.044920 0.053815 0.042368 0.067531 0.068142 0.068040 0.068377 0.067586 0.066947 0.067030 0.066836 0.067520 0.069274 0.085516 0.069638 0.069180 0.067630 0.067949 0.067781 0.081447 0.066718 0.067064 0.068756 0.068910 0.069292 0.068617 
0.022377 1 0.006533 0.010691 0.010136 0.016166 0.010705 0.013782 0.010877 0.014556 0.017844 0.017917 0.016258 0.016961 0.020601 0.017645 0.020660 0.027282 0.017399 0.014826 0.017191 0.026579 0.018800 0.018030 0.011007 0.015946 0.012294 0.016339 0.020836 0.014168 0.020720 0.018647 0.017676 0.021917 0.020315 0.012987 0.017634 0.019390 0.029738 0.029738 0.020009 0.020283 0.013895 0.030175 0.020656 0.019475 0.016821 0.032401 0.033238 0.017675 0.034775 0.020692 0.019804 0.021803 0.021296 0.030782 0.015311 0.016146 0.007772 0.009376 0.014131 0.020284 0.027577 0.032626 0.027115 0.024117 0.030820 0.030557 0.030047 0.034535 0.019523 0.013797 0.012144 0.008256 0.013246 0.013214 0.008625 0.012552 0.003882 0.016368 0.017359 0.010678 0.008004 0.011850 0.019021 0.008832 0.011614 0.008311 0.012739 0.020600 0.021205 0.015223 0.016111 0.011856 0.018702 0.014093 0.021941 0.029393 0.022685 0.019984 0.023537 0.030375 0.033418 0.059367 0.045837 0.092796 0.112484 0.127401 0.069099 0.068654 0.109164 0.113113 0.101724 0.008918 0.014817 0.010620 0.012721 0.011212 0.010026 0.006534 0.012607 0.014254 0.009790 0.008327 0.013305 0.016544 0.016308 0.033591 0.032282 0.048864 0.056258 0.090701 0.009909 0.014470 0.009153 0.014520 0.015404 0.014482 0.017203 0.015368 0.009692 0.012943 0.015916 0.014214 0.019166 0.018712 0.012263 0.010090 0.011958 0.024891 0.014241 0.029814 0.018886 0.009693 0.018832 0.015774 0.013013 0.029612 0.016769 0.018198 0.019279 0.017546 0.026908 0.064459 0.041474 0.061145 0.068483 0.071838 0.061173 0.067324 0.076114 0.098516 0.097692 0.078769 0.041710 0.065008 0.029365 0.030957 0.028564 0.028355 0.035957 0.049767 0.063726 0.068050 0.078436 0.040273 0.044000 0.015824 0.048352 0.052200 0.030087 0.054252 0.055410 0.055392 0.055129 0.055113 0.056059 0.054352 0.054985 0.054845 0.054386 0.071280 0.054423 0.055769 0.054176 0.055610 0.055168 0.065567 0.056659 0.056965 0.055648 0.055291 0.055361 0.055687 
0.025172 0.006533 1 0.009878 0.007021 0.011653 0.008528 0.011052 0.015787 0.011444 0.012862 0.014949 0.011569 0.013139 0.016485 0.013815 0.017744 0.031917 0.020530 0.011959 0.014346 0.031657 0.016543 0.014914 0.010536 0.013535 0.011167 0.012847 0.016719 0.012145 0.017474 0.015344 0.014986 0.017563 0.017394 0.012524 0.021371 0.016448 0.033681 0.033681 0.017646 0.016923 0.012727 0.033018 0.018191 0.021539 0.016301 0.035701 0.034576 0.020039 0.037455 0.021083 0.019694 0.020685 0.019991 0.027058 0.012914 0.013069 0.006992 0.009176 0.015351 0.023279 0.029969 0.036424 0.029073 0.026452 0.031482 0.031077 0.030860 0.035960 0.024167 0.017110 0.007124 0.004444 0.008365 0.008399 0.009443 0.008629 0.007200 0.011694 0.013401 0.005745 0.007471 0.008111 0.021050 0.007187 0.006259 0.007441 0.008858 0.015047 0.021335 0.010811 0.011658 0.007719 0.013892 0.014974 0.022290 0.025445 0.018560 0.017661 0.020110 0.027506 0.030701 0.062000 0.048163 0.091671 0.112033 0.128072 0.070025 0.067860 0.107973 0.111926 0.101881 0.010205 0.014843 0.011939 0.013098 0.013674 0.009253 0.008310 0.013025 0.009713 0.006597 0.007892 0.012620 0.014804 0.014460 0.035113 0.032834 0.050189 0.056984 0.091694 0.011465 0.017787 0.008289 0.014949 0.013025 0.010043 0.011657 0.010098 0.008801 0.012067 0.012060 0.010737 0.017186 0.017435 0.013331 0.009509 0.010844 0.021046 0.012605 0.033931 0.019872 0.009911 0.017369 0.013250 0.013287 0.033102 0.018653 0.019887 0.020109 0.019294 0.031253 0.065760 0.040009 0.059112 0.065799 0.070229 0.059269 0.066646 0.076295 0.099197 0.098267 0.078982 0.040700 0.063830 0.030550 0.031534 0.030535 0.029064 0.034209 0.051266 0.063754 0.068713 0.079731 0.039935 0.045860 0.017122 0.051992 0.056558 0.029209 0.054134 0.054212 0.055557 0.054863 0.053978 0.054919 0.054113 0.054375 0.055055 0.054440 0.068491 0.053849 0.055882 0.054214 0.056151 0.055573 0.065622 0.056261 0.056408 0.055958 0.054650 0.054638 0.054945 
0.019175 0.010691 0.009878 1 0.006694 0.009528 0.006912 0.009042 0.013226 0.006577 0.011850 0.008855 0.011395 0.009881 0.012659 0.010374 0.011713 0.026890 0.015907 0.007107 0.007938 0.028704 0.008925 0.009240 0.005798 0.007691 0.004274 0.008286 0.012333 0.005830 0.011813 0.011408 0.009193 0.014453 0.011030 0.006075 0.016013 0.010337 0.027908 0.027908 0.011293 0.012268 0.006649 0.025887 0.011918 0.014347 0.009606 0.029351 0.026767 0.013350 0.030386 0.013599 0.015914 0.016284 0.016579 0.024771 0.008154 0.007505 0.006899 0.003985 0.010829 0.018969 0.022306 0.030441 0.021695 0.020175 0.023669 0.023415 0.023127 0.028544 0.027801 0.011511 0.009183 0.007114 0.009286 0.008783 0.006140 0.005947 0.011450 0.011035 0.012717 0.009596 0.004739 0.006326 0.025697 0.004219 0.009880 0.005471 0.005953 0.014718 0.012031 0.008451 0.012637 0.008679 0.012432 0.008177 0.013408 0.021533 0.016837 0.013630 0.017596 0.022585 0.027794 0.054892 0.041933 0.086564 0.106145 0.121763 0.068019 0.067347 0.102909 0.106647 0.096655 0.004324 0.005538 0.004992 0.005243 0.012950 0.005948 0.006857 0.004013 0.008567 0.004715 0.007922 0.004787 0.007087 0.006554 0.030842 0.029446 0.046785 0.053439 0.087099 0.005370 0.013482 0.003820 0.006633 0.007868 0.007524 0.012862 0.010231 0.005442 0.005525 0.008623 0.008004 0.012208 0.009098 0.010344 0.003202 0.003978 0.015175 0.007909 0.028619 0.016308 0.005134 0.009009 0.008450 0.007483 0.026885 0.012465 0.013994 0.013349 0.014513 0.025763 0.067013 0.036183 0.053571 0.060761 0.068087 0.058717 0.064471 0.072788 0.098031 0.097244 0.075205 0.037412 0.061600 0.028417 0.028855 0.030336 0.028748 0.041442 0.051647 0.062981 0.067687 0.086488 0.044768 0.048697 0.010314 0.048662 0.056122 0.031638 0.057768 0.057329 0.058731 0.058200 0.056819 0.056659 0.057315 0.057086 0.058500 0.059051 0.068726 0.058531 0.059507 0.057946 0.059197 0.058749 0.069432 0.058184 0.058249 0.059479 0.058092 0.058204 0.057980 
0.024111 0.010136 0.007021 0.006694 1 0.009020 0.001980 0.004307 0.017108 0.006180 0.009538 0.009100 0.007634 0.007438 0.010865 0.007812 0.011548 0.031516 0.019877 0.009707 0.010421 0.030896 0.011293 0.009425 0.006214 0.007494 0.008141 0.007490 0.011685 0.007041 0.011855 0.009148 0.009455 0.012331 0.012099 0.008344 0.021091 0.011152 0.031594 0.031594 0.011559 0.011064 0.008786 0.030257 0.012706 0.019767 0.011903 0.033650 0.030803 0.018164 0.034355 0.017635 0.016615 0.017187 0.016692 0.022680 0.007320 0.007630 0.003624 0.005222 0.013017 0.023611 0.027126 0.035029 0.025960 0.024547 0.027347 0.026821 0.026866 0.032383 0.029400 0.016877 0.005690 0.005877 0.006146 0.005472 0.010347 0.006380 0.009758 0.011300 0.014273 0.004617 0.004503 0.006048 0.026085 0.006379 0.004783 0.007520 0.005637 0.013074 0.016959 0.006838 0.010130 0.005637 0.009776 0.013492 0.017775 0.019938 0.015683 0.014121 0.016342 0.023798 0.025733 0.059459 0.046282 0.088491 0.109627 0.124966 0.068633 0.065604 0.103993 0.107880 0.098576 0.008398 0.011060 0.010578 0.011394 0.016855 0.009222 0.009893 0.010376 0.007671 0.004673 0.010353 0.007596 0.011788 0.009370 0.033759 0.031844 0.049279 0.055192 0.089612 0.009509 0.018916 0.005136 0.012342 0.006518 0.006927 0.008894 0.007773 0.008965 0.006622 0.007755 0.009850 0.012512 0.012847 0.011357 0.006729 0.007436 0.016254 0.011888 0.032924 0.016089 0.007110 0.012702 0.008040 0.010315 0.030778 0.017747 0.019346 0.018289 0.016094 0.030596 0.069757 0.037610 0.055100 0.061490 0.067772 0.057569 0.064892 0.074344 0.099619 0.098653 0.076758 0.039583 0.061599 0.030253 0.029747 0.031586 0.029434 0.036546 0.052119 0.063480 0.067116 0.082339 0.043175 0.050014 0.014390 0.053158 0.058938 0.030531 0.056474 0.056081 0.057688 0.056782 0.055674 0.055943 0.056123 0.056328 0.057581 0.057203 0.065800 0.056450 0.058226 0.056568 0.058174 0.057586 0.068055 0.057979 0.058330 0.058301 0.056488 0.056328 0.056579 
0.026686 0.016166 0.011653 0.009528 0.009020 1 0.010153 0.010515 0.021155 0.006611 0.003880 0.008756 0.005754 0.007284 0.009258 0.008428 0.011192 0.035388 0.023866 0.007303 0.007107 0.037310 0.010344 0.008551 0.011952 0.009276 0.009799 0.007453 0.008624 0.009109 0.009711 0.010604 0.008628 0.010047 0.010514 0.012013 0.023916 0.009673 0.036126 0.036126 0.012032 0.010829 0.011043 0.033253 0.011090 0.021221 0.013693 0.036818 0.032432 0.020593 0.037202 0.018294 0.019473 0.018380 0.018152 0.021194 0.008292 0.007634 0.011618 0.010668 0.017884 0.026080 0.029271 0.038379 0.028294 0.027240 0.028358 0.027921 0.028011 0.034081 0.033197 0.018795 0.006542 0.008568 0.005693 0.005477 0.012117 0.004969 0.016425 0.005620 0.008788 0.008654 0.010447 0.005030 0.027655 0.009640 0.008941 0.009613 0.005274 0.006411 0.016597 0.006299 0.010829 0.009066 0.007205 0.014902 0.018275 0.017368 0.012647 0.013890 0.014758 0.020597 0.026493 0.060826 0.047592 0.086214 0.106724 0.124227 0.070697 0.067896 0.103073 0.106816 0.098642 0.012170 0.012512 0.013416 0.012093 0.017977 0.009046 0.013041 0.012173 0.002247 0.007382 0.011697 0.011271 0.009291 0.009883 0.034946 0.032095 0.050071 0.056177 0.089926 0.013576 0.020296 0.010329 0.012591 0.009413 0.003816 0.006807 0.004444 0.009855 0.010503 0.003715 0.006431 0.012779 0.011033 0.017145 0.010340 0.009410 0.011624 0.009503 0.036806 0.022227 0.011949 0.011996 0.010098 0.013754 0.034780 0.018996 0.019709 0.018661 0.021019 0.033574 0.067881 0.036041 0.052667 0.058717 0.067318 0.057030 0.064890 0.074518 0.097109 0.096158 0.077022 0.036849 0.061459 0.032599 0.032580 0.034852 0.032040 0.040439 0.054830 0.064324 0.070105 0.088148 0.043474 0.050281 0.016995 0.054270 0.062208 0.032476 0.058217 0.056447 0.059603 0.058573 0.056080 0.056068 0.057775 0.057062 0.059353 0.059639 0.064771 0.058365 0.060295 0.058656 0.060627 0.060009 0.069108 0.058514 0.058270 0.060520 0.058050 0.058079 0.057860 
0.023841 0.010705 0.008528 0.006912 0.001980 0.010153 1 0.003199 0.016973 0.006127 0.010413 0.008690 0.008314 0.007277 0.010724 0.007533 0.010870 0.030778 0.019254 0.010216 0.010535 0.029777 0.010808 0.009072 0.005103 0.006677 0.008018 0.007334 0.011702 0.006439 0.011413 0.008374 0.008885 0.012196 0.011650 0.007388 0.020599 0.010713 0.030381 0.030381 0.010590 0.010418 0.008106 0.029116 0.011976 0.019143 0.010812 0.032557 0.029636 0.017375 0.033075 0.016715 0.015438 0.016194 0.015703 0.022028 0.006705 0.007376 0.003811 0.004715 0.012121 0.023376 0.026124 0.034081 0.024860 0.023657 0.026182 0.025625 0.025690 0.031171 0.030046 0.016820 0.007412 0.007444 0.007651 0.006926 0.011061 0.007684 0.009955 0.012715 0.015676 0.006113 0.004594 0.007257 0.027050 0.007041 0.006074 0.008242 0.006665 0.014209 0.016185 0.007409 0.010572 0.006203 0.010208 0.013230 0.016750 0.019384 0.015769 0.013540 0.015871 0.023361 0.024588 0.058294 0.045262 0.087575 0.109000 0.123799 0.067477 0.064436 0.102815 0.106707 0.097307 0.008447 0.010854 0.010719 0.011671 0.017694 0.010063 0.010565 0.010264 0.008946 0.005809 0.011335 0.006712 0.011950 0.008846 0.032822 0.031144 0.048388 0.054114 0.088487 0.009593 0.019222 0.005590 0.012280 0.005824 0.008118 0.010088 0.009152 0.009758 0.005596 0.008246 0.010877 0.011577 0.012383 0.010569 0.006607 0.007233 0.016348 0.012426 0.032028 0.014613 0.006542 0.012144 0.007264 0.009491 0.029573 0.017393 0.019116 0.017810 0.014765 0.029861 0.070794 0.036923 0.054232 0.060662 0.066860 0.056892 0.063988 0.073311 0.099784 0.098819 0.075658 0.039210 0.060652 0.029489 0.028639 0.030970 0.028804 0.036639 0.051396 0.062745 0.065872 0.082041 0.044291 0.051022 0.013494 0.052726 0.058598 0.030342 0.056321 0.056020 0.057509 0.056607 0.055572 0.055714 0.055911 0.056208 0.057436 0.057106 0.065269 0.056411 0.058114 0.056386 0.057895 0.057304 0.068312 0.057786 0.058283 0.058144 0.056364 0.056158 0.056431 
0.025400 0.013782 0.011052 0.009042 0.004307 0.010515 0.003199 1 0.019868 0.006204 0.009916 0.007613 0.007704 0.005708 0.008694 0.005555 0.009059 0.032715 0.021096 0.011387 0.010786 0.031323 0.010349 0.008181 0.006866 0.006041 0.009804 0.006629 0.010261 0.007017 0.009962 0.006126 0.008096 0.010169 0.010648 0.008694 0.022888 0.009851 0.031508 0.031508 0.009154 0.008534 0.009223 0.029943 0.010898 0.020818 0.011254 0.033619 0.029715 0.019124 0.033592 0.017448 0.015858 0.016172 0.015628 0.020108 0.006338 0.006941 0.006593 0.007205 0.013403 0.025450 0.026986 0.035466 0.025491 0.024849 0.026019 0.025355 0.025657 0.031297 0.033119 0.019236 0.008621 0.010004 0.008538 0.007694 0.013901 0.009122 0.012721 0.013725 0.017089 0.007628 0.007592 0.008944 0.029916 0.009602 0.007007 0.011027 0.007894 0.013824 0.016574 0.007283 0.010532 0.007381 0.009161 0.015204 0.017016 0.016961 0.015209 0.013448 0.014847 0.022592 0.022416 0.058881 0.046112 0.086843 0.108836 0.123480 0.067596 0.063526 0.101509 0.105395 0.096659 0.010977 0.012072 0.013055 0.013686 0.020690 0.012528 0.013611 0.012179 0.009832 0.008130 0.014188 0.007696 0.012956 0.008974 0.033809 0.032076 0.049209 0.054331 0.088585 0.011882 0.021892 0.007940 0.013877 0.004641 0.008746 0.009525 0.009451 0.012368 0.006460 0.008210 0.012382 0.011082 0.012561 0.011995 0.008955 0.008997 0.015031 0.014263 0.033591 0.014499 0.008947 0.012252 0.006907 0.011091 0.030586 0.019435 0.021153 0.019299 0.015429 0.031735 0.073258 0.036692 0.053018 0.059050 0.066002 0.056291 0.063723 0.073235 0.101057 0.100041 0.075474 0.039679 0.060009 0.030591 0.028948 0.032544 0.029913 0.036948 0.052489 0.063122 0.065669 0.082804 0.045842 0.053492 0.014991 0.054931 0.060955 0.031202 0.057353 0.056727 0.058538 0.057438 0.056253 0.056231 0.056828 0.057118 0.058647 0.058214 0.063967 0.057330 0.059164 0.057435 0.058949 0.058317 0.069464 0.058722 0.059312 0.059244 0.057074 0.056761 0.057086 
0.016792 0.010877 0.015787 0.013226 0.017108 0.021155 0.016973 0.019868 1 0.018434 0.023577 0.020917 0.022761 0.021852 0.024996 0.022536 0.023443 0.017864 0.010918 0.016731 0.018929 0.020979 0.019938 0.020903 0.013932 0.019025 0.013471 0.020194 0.024453 0.016689 0.023392 0.022884 0.020391 0.026378 0.022128 0.013993 0.007793 0.021487 0.022221 0.022221 0.022035 0.023701 0.014968 0.022638 0.022320 0.012007 0.016343 0.024179 0.027218 0.010749 0.027545 0.016636 0.018843 0.021182 0.021494 0.033941 0.019168 0.019493 0.015009 0.013118 0.013023 0.013205 0.020294 0.023709 0.020673 0.016932 0.025928 0.026056 0.024903 0.028239 0.018372 0.008085 0.019662 0.015263 0.020182 0.019998 0.010001 0.017508 0.012281 0.020997 0.020632 0.018888 0.013258 0.017022 0.021417 0.012626 0.019364 0.012122 0.017640 0.026067 0.018064 0.020117 0.021366 0.017709 0.024095 0.010386 0.018391 0.032807 0.026006 0.021056 0.026251 0.030158 0.035858 0.050344 0.037135 0.088340 0.106467 0.120207 0.065019 0.068575 0.105561 0.109344 0.096294 0.010771 0.014624 0.010164 0.011984 0.009275 0.012887 0.009371 0.011683 0.019642 0.015046 0.011349 0.014895 0.016439 0.017602 0.027195 0.027421 0.042591 0.051049 0.084083 0.011554 0.008003 0.014005 0.013197 0.019736 0.019566 0.024464 0.021668 0.012048 0.015745 0.020442 0.017311 0.020511 0.018526 0.013226 0.012273 0.013615 0.027330 0.014380 0.021128 0.019564 0.011955 0.018372 0.018704 0.012431 0.022053 0.009867 0.011059 0.013719 0.016018 0.017512 0.062401 0.038723 0.058355 0.066919 0.070306 0.061238 0.064411 0.071191 0.096471 0.095923 0.073803 0.038123 0.062940 0.024682 0.027818 0.024306 0.025579 0.042894 0.046112 0.060410 0.065695 0.082981 0.046102 0.044694 0.011933 0.038745 0.045614 0.031129 0.054475 0.055867 0.055477 0.055876 0.055405 0.055635 0.054361 0.054555 0.054385 0.055555 0.074784 0.056104 0.056382 0.054472 0.055426 0.055144 0.067767 0.055193 0.055499 0.055928 0.056510 0.056896 0.056573 
0.023454 0.014556 0.011444 0.006577 0.006180 0.006611 0.006127 0.006204 0.018434 1 0.007325 0.003994 0.007052 0.003811 0.006851 0.004807 0.006832 0.031215 0.019347 0.005697 0.004801 0.032224 0.005874 0.003949 0.006442 0.003302 0.005884 0.002899 0.006790 0.003326 0.006254 0.005887 0.004227 0.008261 0.006446 0.006397 0.020385 0.005601 0.030774 0.030774 0.006855 0.006713 0.005789 0.028070 0.007269 0.017334 0.008193 0.031793 0.027267 0.016330 0.031885 0.013683 0.014396 0.013810 0.013663 0.019015 0.004588 0.003015 0.008751 0.006517 0.012383 0.023101 0.024500 0.033653 0.023120 0.022337 0.023305 0.022755 0.022911 0.028840 0.032787 0.016789 0.008312 0.008884 0.007657 0.006766 0.011432 0.005956 0.014093 0.009912 0.012746 0.008671 0.007610 0.005930 0.029296 0.007047 0.007670 0.008653 0.004705 0.010617 0.012731 0.004077 0.008679 0.006308 0.007332 0.011499 0.013606 0.015609 0.012265 0.010320 0.012483 0.018763 0.022583 0.056165 0.043103 0.083668 0.105033 0.120442 0.066560 0.064003 0.099469 0.103257 0.094496 0.009425 0.009303 0.010735 0.010223 0.018180 0.009450 0.012072 0.008900 0.006343 0.005865 0.011643 0.005556 0.007283 0.004660 0.031009 0.028998 0.046529 0.052188 0.086000 0.010987 0.019108 0.007508 0.010239 0.004696 0.005226 0.009283 0.007336 0.009243 0.005344 0.004227 0.007770 0.008163 0.007920 0.011866 0.006411 0.005046 0.011493 0.009063 0.032097 0.016075 0.007788 0.007649 0.004172 0.008576 0.029417 0.015743 0.017042 0.015071 0.015399 0.029767 0.070845 0.033402 0.049920 0.056380 0.064416 0.055152 0.061834 0.070936 0.099216 0.098293 0.073275 0.035678 0.058311 0.028424 0.027613 0.031092 0.028293 0.039514 0.051421 0.061295 0.065722 0.086390 0.046952 0.052875 0.012212 0.051803 0.059923 0.030446 0.056839 0.055501 0.058263 0.057304 0.055039 0.054737 0.056213 0.055840 0.057916 0.058366 0.064581 0.057329 0.059136 0.057143 0.058917 0.058276 0.069991 0.057025 0.057342 0.059176 0.056973 0.056873 0.056732 
